Date,Price,Vol.,weekday,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DGS10,WTI-oil,FTSE-F,HSI-F,Gold-F,NZD,FCHI,DGS5,Brent,DBAA,NYSE,CTB6M,CTB1Y,XAU,S&P-F,AUD,AMZN,RUSSELL-F,CNY,DTB3,MSFT,Name,DTB4WK,silver-F,CAD,DAX-F,DTB6,DAAA,DJI-F,XAG,HSI,XOM,EUR,WFC,Dollar Index-F,DJI,GE,CTB3M,copper-F,RUT,Dollar Index,JPM,GAS-F,JPY,wheat-F,GBP,GSPC,SSEC,Nikkei-F,CHF,oil,KOSPI-F,AAPL,GDAXI,CAC-F,NASDAQ-F,JNJ,FTSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6
2016-06-27,4594.44,0.318041643,0,-0.020765707,-0.018281149,-0.013098146,-0.004092486,-4.736983972,-8.528675127,-8.774772306,-10.09011654,4807.25227,4907.854612,5050.262329,5423.347033,2.28,-0.014907333,0.02,0.0068,-0.009,0.0023,0.0414,1.81,-0.0069,4.56,0.0125,0.96,1.03,-0.0072,0.0096,-0.0036,0.0098,0.0131,-0.0002,0.8,0.017,IXIC,0.72,0.0001,0.0001,0.0315,0.94,3.85,0.0094,0.0007,0.0041,0.0052,-0.0129,0.0123,-0.009,0.0105,0,0.81,0.0055,0.0131,-0.0089,0.0353,-0.0113,0.0063,-0.0062,0.0015,0.0109,-0.0137,0.0155,-0.0002,-0.0079,0.0039,0.0096,0.0337,0.0283,0.0114,0.0093,0.0211,1.56,1.48,1.34,0.08,0.22,0.71,2.28,3.62,3.76,3.84
2016-06-28,4691.87,0.008320645,1,-0.018281149,-0.013098146,-0.004092486,0.008225342,-3.442776118,-6.270014563,-7.820539772,-8.715108146,4854.543885,4940.845624,5068.867322,5431.677757,2.24,-0.012335854,0.0004,-0.0014,0.0041,-0.0029,-0.0037,1.77,-0.0194,4.53,-0.0033,0.92,0.99,0.0021,-0.0019,-0.0021,-0.0038,-0.0031,0.0005,0.78,0.0137,IXIC,0.71,-0.009,0.0022,0.0025,0.9,3.83,-0.0012,-0.0063,-0.0006,-0.004,-0.001,-0.0093,0.002,-0.0015,-0.0238,0.79,-0.002,-0.0031,0.002,-0.012,-0.0184,-0.0022,-0.0031,0,-0.003,0.0003,0.0097,-0.0029,-0.0129,0.0086,-0.0011,0.0018,-0.0025,-0.0001,-0.0009,-0.0006,1.53,1.46,1.34,0.07,0.19,0.7,2.29,3.63,3.75,3.82
2016-06-29,4779.24,-0.1877123,2,-0.013098146,-0.004092486,0.008225342,-0.007462195,-2.000693076,-5.061918213,-5.807367114,-7.28887406,4890.693638,4967.053585,5084.254967,5439.113011,2.24,-0.004555357,0.0007,0.0098,0.0003,-0.0012,0.0148,1.78,0.0011,4.52,0.0074,0.93,1.01,0.0017,0.0078,-0.004,0.0031,0.0124,-0.0008,0.78,0.0071,IXIC,0.72,-0.0079,-0.0011,0.0009,0.91,3.82,0.0095,-0.0044,0.0097,0.0065,-0.0005,0.0259,0.0005,0.0085,0.009,0.79,0.0031,0.0124,0.0004,0.0129,-0.0082,0.0042,-0.0304,-0.0027,0.0075,0.0004,0.0033,0.0004,-0.0034,0.0054,0.0125,0.0009,0.0151,0.0083,0.0041,0.0006,1.52,1.46,1.33,0.06,0.19,0.7,2.28,3.61,3.74,3.8
2016-06-30,4842.67,0.510432289,3,-0.004092486,0.008225342,-0.007462195,-0.003619169,-2.301705146,-3.716406307,-5.04866514,-6.188530703,4915.461113,4986.823436,5096.704558,5445.744901,2.21,-0.037552421,-0.0059,-0.0007,-0.0083,0.0056,0.0027,1.74,-0.0357,4.5,-0.0032,0.94,1.02,-0.0077,-0.0015,0.0084,-0.0051,0.0038,0.0009,0.8,-0.0054,IXIC,0.74,-0.006,0.0081,-0.0009,0.92,3.8,-0.0048,-0.0097,-0.0041,-0.0069,0.0018,-0.0057,0.0023,-0.0058,0.0054,0.81,0.0032,0.0038,0.0024,-0.0082,0.0127,0.0041,-0.0083,0.0045,-0.0017,-0.0081,-0.0016,0.0022,-0.0376,-0.0054,-0.0037,0.0013,0.0032,0.0016,-0.0037,-0.0046,1.47,1.41,1.29,0.06,0.18,0.7,2.29,3.58,3.7,3.76
2016-07-01,4862.57,-0.065914621,4,0.008225342,-0.007462195,-0.003619169,-0.016129488,-2.527141666,-3.821566603,-4.611162442,-6.204043054,4931.636916,5001.997482,5107.073315,5451.805955,2.18,-0.003040669,-0.0079,-0.0165,0.0017,-0.005,-0.0159,1.71,-0.0085,4.47,-0.0042,0.94,1.02,0.0038,-0.0033,0.0039,0.002,0.0005,-0.0001,0.81,-0.0014,IXIC,0.75,-0.0131,0.0045,-0.0092,0.92,3.77,-0.0066,-0.0067,-0.0139,-0.0065,-0.0081,-0.0051,-0.0079,-0.0055,0.0067,0.82,-0.0267,0.0005,-0.0079,-0.0082,-0.0057,-0.0045,0.0036,-0.0212,-0.0029,-0.0079,0.0071,-0.0083,-0.0046,-0.0014,-0.0045,-0.009,-0.0155,-0.0011,-0.031,-0.0246,1.43,1.37,1.26,0.06,0.17,0.7,2.29,3.55,3.66,3.72
2016-07-05,4822.9,-0.067963167,1,-0.007462195,-0.003619169,-0.016129488,-0.006390519,-3.980234211,-4.238568652,-5.619318793,-6.127803524,4946.985119,5016.674059,5117.053042,5457.727924,2.26,-0.0107163,-0.0143,,0.0026,-0.0013,,1.79,-0.0095,4.55,0.0091,0.94,1.04,-0.0007,0.0075,-0.0017,0.0197,0.0118,-0.0005,0.82,0.0082,IXIC,0.74,0.0002,-0.0007,0.0031,0.92,3.86,0.0076,-0.0067,,-0.0013,-0.0031,0.0267,-0.0026,0.009,0.0027,0.83,0.0099,0.0118,-0.0027,0.0173,-0.0198,0.0025,-0.0204,-0.0031,0.0086,-0.0074,-0.0005,-0.0009,-0.01,0.0036,0.0057,,,0.0068,0.0058,,1.52,1.44,1.34,0.08,0.18,0.69,2.29,3.63,3.73,3.81
2016-07-06,4859.16,0.239171161,2,-0.003619169,-0.016129488,-0.006390519,-0.006804942,-2.928044461,-4.5338541,-5.460318572,-5.825487331,4974.55959,5037.071328,5129.059289,5464.108104,2.24,0.001317771,-0.0038,-0.0023,0.0081,-0.0042,-0.0059,1.77,0.0005,4.52,-0.0086,0.94,1.03,0.0009,-0.0057,-0.0062,-0.0129,-0.0103,-0.0002,0.8,-0.0043,IXIC,0.75,0.0115,0.0057,-0.0047,0.92,3.83,-0.005,0.0022,-0.0021,-0.0154,0.005,-0.0333,-0.0024,-0.0067,-0.0071,0.81,0.0098,-0.0103,-0.0022,-0.0117,0.0126,0.0006,-0.0081,0.003,-0.0068,0.0007,-0.007,0.003,0.0013,0.0076,-0.0054,-0.0038,-0.0057,-0.0026,-0.0033,-0.0029,1.49,1.44,1.32,0.05,0.17,0.69,2.28,3.6,3.72,3.77
2016-07-07,4876.81,-0.186862392,3,-0.016129488,-0.006390519,-0.006804942,0.003414087,-3.123721211,-3.884388735,-5.396141207,-5.602516332,5000.203943,5055.798836,5140.075587,5470.187985,2.28,-0.004870738,-0.0025,0.0091,0.0031,-0.0013,-0.0001,1.81,-0.0066,4.56,-0.0044,0.95,1.04,0.0095,-0.0044,-0.0029,-0.0069,-0.0129,-0.0001,0.8,-0.0038,IXIC,0.76,0.0025,-0.0054,0.0026,0.93,3.85,-0.0037,0.0087,0.0093,0.0016,-0.006,-0.0192,0.0009,-0.0029,-0.009,0.81,-0.0237,-0.0129,0.0007,-0.0038,0.0117,-0.0054,0,-0.004,-0.0038,-0.0046,-0.0096,-0.0044,-0.0054,0.004,0.0011,0.0013,-0.0002,-0.0054,0.0095,-0.0022,1.52,1.48,1.35,0.04,0.17,0.71,2.28,3.63,3.76,3.8
2016-07-08,4956.76,0.121041192,4,-0.006390519,-0.006804942,0.003414087,-0.005627664,-1.448030555,-2.811676496,-3.978396515,-5.063281442,5027.62482,5074.639766,5150.821121,5476.151583,2.32,0.006030908,0.0021,-0.0082,0.0162,0.0003,-0.0011,1.84,0.0045,4.56,0.0008,0.94,1.05,0.0157,-0.0006,0.0002,-0.0051,0.0072,-0.0016,0.81,-0.0008,IXIC,0.73,0.0189,-0.0002,-0.0073,0.92,3.85,-0.0002,0.0217,-0.0072,-0.0035,-0.0005,-0.007,-0.0033,-0.0003,0.001,0.82,0.0017,0.0072,-0.0031,-0.0017,-0.0272,-0.0119,0.0105,-0.006,-0.0014,0.006,-0.0048,-0.0012,0.006,-0.0065,-0.0106,-0.005,-0.0012,-0.0038,-0.001,0.0023,1.59,1.51,1.4,0.08,0.19,0.71,2.24,3.64,3.75,3.83
2016-07-11,4988.64,-0.07381135,0,-0.006804942,0.003414087,-0.005627664,0.00088874,-1.327984999,-2.138052389,-3.77223101,-4.306425686,5043.372557,5087.048163,5158.741983,5481.371599,2.37,0.015502392,0.0011,0.0006,-0.0027,-0.0037,-0.0054,1.91,0.0134,4.61,0.0016,0.97,1.07,0.0005,0.0001,-0.0002,0.0136,0.0019,0.0004,0.81,-0.0023,IXIC,0.76,-0.013,-0.0059,-0.0001,0.95,3.91,0,-0.0031,-0.0002,0.0045,-0.0006,-0.0055,-0.0016,0.0001,0.0007,0.82,-0.0164,0.0019,-0.0016,-0.0035,-0.0071,-0.0012,0.0112,-0.0035,0.0007,-0.0052,0.0048,-0.0003,0.0161,-0.0057,-0.0014,-0.002,-0.0053,0.0002,-0.0046,-0.0001,1.61,1.56,1.42,0.05,0.19,0.7,2.24,3.66,3.8,3.85
2016-07-12,5022.82,0.115811429,1,0.003414087,-0.005627664,0.00088874,-0.00518021,-0.269042981,-1.707028307,-2.236590868,-3.878304003,5055.535348,5097.406917,5165.684921,5486.323675,2.38,0.010833817,0.0055,-0.0011,0.0032,0.0049,0.0027,1.92,0.0064,4.62,-0.001,0.95,1.08,0.0018,-0.0006,0.0062,-0.0038,0.0001,0.0004,0.81,-0.0008,IXIC,0.76,-0.0052,-0.0006,-0.0015,0.93,3.93,-0.0003,-0.0142,-0.0003,-0.003,0.0051,-0.0096,0.0053,-0.0003,0.002,0.82,-0.0043,0.0001,0.0051,-0.0035,-0.021,0.0023,0.0018,0.0077,-0.0008,0.0017,0.0054,0.0041,0.0104,-0.0021,-0.0019,-0.0005,0.0027,-0.0003,-0.001,0.0063,1.62,1.57,1.45,0.05,0.17,0.69,2.24,3.69,3.81,3.86
2016-07-13,5005.73,0.07213096,2,-0.005627664,0.00088874,-0.00518021,0.003853966,-1.654246719,-2.60865674,-2.984840321,-3.820858127,5062.805425,5105.258171,5171.516142,5490.982003,2.34,0.010754791,-0.0027,-0.0045,0.0038,-0.0009,0.0058,1.87,0.0097,4.61,0.003,0.94,1.05,-0.0028,0.0031,0.0032,-0.0121,0.0091,0.0004,0.78,0.0026,IXIC,0.77,0.0032,-0.0016,0.0019,0.92,3.92,0.0014,-0.0025,-0.0052,0.0058,0.0019,0.0071,0.0013,0.0007,-0.0013,0.79,-0.0084,0.0091,0.0011,0.0034,0.0199,0.001,-0.0151,0.0011,0.002,0.0033,-0.0133,0,0.0108,-0.0032,-0.0028,0.0011,0.0057,0.0012,0.002,-0.0039,1.57,1.56,1.42,0.01,0.15,0.69,2.27,3.69,3.83,3.84
2016-07-14,5034.06,-0.118231458,3,0.00088874,-0.00518021,0.003853966,-0.010522738,-0.785194821,-2.345692903,-2.558722478,-3.717007115,5075.488853,5115.73482,5178.282923,5495.858908,2.34,0.002941753,0.0023,0.0064,-0.0079,0.0013,-0.0018,1.85,0.0035,4.63,-0.0041,0.93,1.03,-0.0007,-0.0042,-0.0006,0.0026,-0.0117,0.0011,0.79,-0.0026,IXIC,0.76,-0.0074,0.0025,-0.0055,0.91,3.94,-0.0028,-0.0005,0.0057,0.0019,0.0009,-0.004,0.0001,-0.002,-0.0017,0.8,0.0258,-0.0117,0.0002,-0.0128,-0.0082,-0.0005,0.0064,-0.0034,-0.0031,0.0148,0.0021,0.0029,0.0024,-0.0018,-0.005,-0.0053,-0.0018,-0.0051,0.001,0.0013,1.58,1.55,1.43,0.03,0.15,0.69,2.29,3.72,3.84,3.87
2016-07-15,5029.59,0.190322872,4,-0.00518021,0.003853966,-0.010522738,0.003159305,-1.383682081,-2.567544793,-3.668370005,-3.885226165,5084.695265,5124.33217,5184.169573,5500.500103,2.36,0.014726368,0.0035,,0.0035,0.0059,0.003,1.88,0.0198,4.62,0.0006,0.92,1.03,0.0023,0.0002,0.0052,0.017,-0.0011,0,0.78,0.0027,IXIC,0.76,0.0061,0.0016,0.0009,0.9,3.93,0.0021,0.0033,,0.0037,-0.0005,-0.0052,0.0001,0.0019,0.0047,0.79,0.0034,-0.0011,0,-0.0024,0.0527,-0.0013,-0.0018,0.0037,0.0006,,-0.0121,0.0005,0.0157,-0.0021,0.0075,0.0021,0.0031,0.0017,-0.0001,0.0054,1.6,1.58,1.46,0.02,0.14,0.69,2.26,3.72,3.84,3.86
2016-07-18,5055.78,-0.083657319,0,0.003853966,-0.010522738,0.003159305,-0.005148858,-0.820969745,-2.477142086,-3.018526262,-3.919407376,5096.940879,5134.30503,5190.478944,5505.232868,2.35,-0.005738029,-0.0072,0.0046,0.0022,-0.001,-0.0071,1.88,0.0055,4.61,-0.0025,0.92,1.02,0.0034,-0.0014,0.0031,0.0056,-0.0117,0,0.78,-0.0047,IXIC,0.71,-0.0024,0.005,-0.0026,0.9,3.91,-0.0007,0,0.0062,0.0007,-0.0014,-0.0031,0.0019,-0.0006,0.0027,0.79,-0.018,-0.0117,0.0019,-0.0036,-0.0194,-0.0045,0.0029,0.0054,-0.0017,,0.0074,-0.0016,-0.0071,0.0011,0.0003,-0.0045,-0.0069,-0.0007,0.0011,-0.0055,1.64,1.57,1.45,0.07,0.19,0.7,2.26,3.71,3.83,3.9
2016-07-19,5036.37,-0.033292462,1,-0.010522738,0.003159305,-0.005148858,0.000496309,-1.441864561,-1.972855716,-3.618997681,-3.649052727,5106.087742,5142.570823,5195.97686,5509.749982,2.4,0.004771372,-0.0034,-0.0069,0.0026,-0.0017,0.0065,1.93,-0.0025,4.64,-0.0023,0.91,1.03,0.0047,-0.0022,0.0016,0.0116,0.0026,-0.0003,0.75,0.0023,IXIC,0.73,0.0027,-0.0022,0.004,0.89,3.94,-0.0027,0.0077,-0.0078,-0.0202,0.0021,-0.0103,-0.0007,-0.0031,-0.0023,0.76,-0.0069,0.0026,-0.0006,-0.0134,-0.0003,-0.0047,0.0131,-0.0069,-0.0023,0.0038,-0.0084,0.0018,0.005,-0.0014,-0.0019,0.0046,0.0064,0.0002,-0.0009,-0.0063,1.67,1.65,1.51,0.02,0.16,0.7,2.24,3.75,3.89,3.91
2016-07-20,5089.93,-0.023681882,2,0.003159305,-0.005148858,0.000496309,-0.002430505,-0.970463889,-1.35297515,-2.20305538,-2.653261065,5121.580573,5153.749857,5202.491426,5514.50757,2.42,0.016777845,0.0008,-0.0039,-0.0045,0.0054,0.0041,1.96,0.0103,4.65,0.002,0.91,1.03,-0.0073,0.0032,0.0038,0.0023,0.0078,-0.0001,0.77,0.0037,IXIC,0.74,-0.0025,0.0013,0.0039,0.89,3.94,0.0029,-0.0069,-0.0037,0.0205,0.0085,0.0102,0.0044,0.0033,0.0064,0.78,0.0004,0.0078,0.0041,0.0086,0.005,0.0078,-0.0106,-0.0029,0.003,-0.0096,-0.0078,0.0047,0.017,-0.0004,-0.0014,0.0044,0.004,0.0003,-0.0021,-0.0006,1.68,1.65,1.53,0.03,0.15,0.71,2.23,3.76,3.88,3.91
2016-07-21,5073.9,0.074342271,3,-0.005148858,0.000496309,-0.002430505,-0.005790097,-1.572848003,-1.787563513,-2.955014919,-3.172619104,5128.614034,5160.467736,5207.085769,5518.774681,2.39,0.022952854,0.0033,0.0016,-0.0015,-0.0027,0.0045,1.93,0.0212,4.62,0.0003,0.92,1.04,0.0007,0.0023,-0.0047,0.0215,0.0032,0.0014,0.77,0.0028,IXIC,0.75,0,-0.0043,0.0039,0.9,3.92,-0.0012,0.003,0.0019,0.0022,0.0043,-0.0052,0.003,-0.002,0.002,0.78,0.0006,0.0032,0.0029,-0.0037,0.0255,-0.001,0.0024,0.0014,0.0011,-0.0036,0.0095,0.0041,0.0236,0.0021,0.0022,0.0044,0.0046,0.0057,-0.0059,0.0041,1.64,1.62,1.49,0.02,0.15,0.7,2.23,3.72,3.85,3.87
2016-07-22,5100.16,-0.037175622,4,0.000496309,-0.002430505,-0.005790097,-0.002942785,-1.200473448,-2.3167443,-2.536643162,-2.638602011,5140.772708,5169.580129,5212.521923,5523.245783,2.42,0.028498511,0.0069,0.0041,-0.0001,0.0046,0.0057,1.97,0.0114,4.64,0.007,0.92,1.03,-0.0021,0.0056,-0.0021,0.0109,0.0073,0.0011,0.77,0.0029,IXIC,0.74,0.008,0.0004,0.0137,0.9,3.95,0.0062,0.0044,0.0063,0.0073,0.0048,0.0103,0.0058,0.0073,0.0061,0.78,0.0167,0.0073,0.0054,0.0156,0.0144,0.0045,0.0089,0.0087,0.0073,-0.0043,0.0122,0.0069,0.0134,0.0028,0.0207,0.0128,0.0057,0.0048,-0.0011,0.0068,1.68,1.65,1.52,0.03,0.16,0.69,2.22,3.74,3.87,3.9
2016-07-25,5097.63,-0.133554135,0,-0.002430505,-0.005790097,-0.002942785,-0.001385087,-1.669881563,-2.215747131,-3.124085427,-2.802310948,5149.797754,5176.887512,5217.108124,5527.497902,2.38,-0.005919662,-0.0054,-0.0051,0.0058,-0.0025,-0.0007,1.93,-0.001,4.61,-0.0004,0.91,1,0.0081,-0.0027,0.0005,0.0014,0.002,-0.0016,0.77,0.0018,IXIC,0.72,0.0203,-0.0001,-0.0061,0.89,3.92,-0.0038,0.0191,-0.0068,0.0002,-0.0062,-0.0079,-0.0048,-0.0022,-0.0094,0.78,0.0004,0.002,-0.0046,-0.0006,-0.0078,-0.0061,-0.0094,-0.0069,-0.001,-0.0008,-0.0172,-0.0057,-0.005,-0.0074,0.0017,-0.0057,-0.0002,0,0.0026,-0.0059,1.66,1.61,1.49,0.05,0.17,0.69,2.23,3.72,3.84,3.89
2016-07-26,5110.05,-0.089066417,1,-0.005790097,-0.002942785,-0.001385087,-0.004257166,-0.538759335,-2.208983672,-2.239478412,-2.852237989,5161.390588,5185.230408,5221.984782,5531.818182,2.4,0.006382979,-0.0014,0.0012,0.001,0,-0.0024,1.93,0.0047,4.62,-0.001,0.89,1,-0.0009,0.002,0.0008,-0.0021,0.0009,-0.0003,0.77,0.0017,IXIC,0.72,0.0088,0.0021,0.0018,0.87,3.94,-0.0006,0.0111,0.0013,-0.0077,-0.0014,0.0105,-0.0012,-0.0029,0.0034,0.78,-0.0051,0.0009,-0.0013,-0.0011,0.0082,0.0036,0.0089,0.0039,-0.0009,0.0064,0.0111,-0.0019,0.0057,-0.0011,-0.002,0.002,-0.0024,0.0045,-0.0033,-0.0005,1.68,1.63,1.53,0.05,0.15,0.68,2.22,3.75,3.85,3.9
2016-07-27,5139.81,0.109837766,2,-0.002942785,-0.001385087,-0.004257166,0.009044851,-0.386259773,-1.24467057,-1.699288154,-1.492614548,5172.799608,5193.144135,5226.553549,5536.057058,2.41,-0.006132375,0.0018,0.002,-0.002,0.0021,0.0076,1.95,-0.0016,4.65,0.0004,0.9,0.99,-0.0032,-0.0011,0.0065,-0.0007,0.0058,0.0005,0.75,-0.0025,IXIC,0.72,0.0009,0.0017,0.0108,0.88,3.97,-0.0004,0.002,0.0003,0.0012,0.0013,-0.0014,0.001,-0.0002,0.003,0.76,0.0053,0.0058,0.0008,-0.0016,0.0133,-0.002,-0.003,-0.003,-0.001,0.001,0.0011,0.002,-0.0071,0.0021,-0.0034,0.0114,0.0076,-0.0021,-0.0029,0.0022,1.69,1.66,1.53,0.03,0.16,0.68,2.24,3.77,3.9,3.93
2016-07-28,5154.98,-0.258160445,3,-0.001385087,-0.004257166,0.009044851,-0.004265719,-0.218146625,-1.404253691,-1.625335153,-1.097808987,5180.130632,5198.758254,5230.094102,5540.039441,2.4,0.005742237,-0.007,-0.0125,0.0026,-0.0003,-0.0015,1.95,-0.0063,4.63,0.0006,0.9,0.99,0.0035,0.0001,0.0018,0.0057,-0.0007,-0.0006,0.76,0.0128,IXIC,0.73,-0.0003,-0.0018,-0.0036,0.88,3.96,-0.0015,0.0003,-0.0111,-0.0009,0.0013,-0.0093,-0.0015,-0.0003,0.0048,0.77,0.0046,-0.0007,-0.0013,0.0016,-0.0265,-0.005,-0.01,-0.0004,0.0019,-0.005,-0.0207,-0.0025,0.0148,-0.0053,0.0112,-0.0048,-0.0014,0.0052,-0.0078,-0.0073,1.67,1.64,1.52,0.03,0.15,0.67,2.23,3.75,3.87,3.9
2016-07-29,5162.13,0.357926742,4,-0.004257166,0.009044851,-0.004265719,-0.001260102,-1.129834212,-1.352404976,-1.455602686,-1.08815617,5185.719661,5203.366491,5233.159984,5543.909385,2.43,-0.016112157,-0.0071,0.0027,0.0101,0.0019,-0.0019,1.96,-0.0128,4.66,-0.0118,0.91,1,0.009,-0.0118,0.0051,-0.0161,-0.0271,-0.0031,0.76,-0.0111,IXIC,0.75,0.0083,0.0003,-0.0082,0.89,3.99,-0.0115,0.0049,0.0037,-0.0021,-0.0067,-0.0309,-0.0061,-0.0114,-0.0118,0.77,-0.0182,-0.0271,-0.006,-0.0293,0.0171,-0.0075,-0.0087,-0.0096,-0.0124,0.0033,0.0016,-0.0049,-0.0182,0.0092,-0.0116,-0.0075,-0.002,-0.0148,-0.0064,-0.0069,1.68,1.67,1.54,0.01,0.14,0.67,2.23,3.77,3.9,3.91
2016-08-01,5184.2,-0.105990783,0,0.009044851,-0.004265719,-0.001260102,-0.010509239,-0.555135676,-1.478899738,-1.151660756,-0.919857884,5190.961808,5207.707175,5236.059167,5547.746364,2.47,-0.011377741,-0.0106,0.01,0.0031,-0.0055,-0.0034,2,-0.0027,4.7,-0.0028,0.89,1.01,0.0039,-0.0065,-0.0035,0.0054,-0.0053,0.0007,0.75,0.0009,IXIC,0.68,0.0014,-0.0001,0.0001,0.87,4.03,-0.005,0.005,0.0079,0,-0.0001,-0.0177,0.0011,-0.0004,-0.0047,0.76,-0.0091,-0.0053,0.0011,-0.0072,0.0315,-0.0014,-0.0138,0.003,-0.002,0.0041,-0.0036,0,-0.0115,0.0004,0.0106,-0.0035,-0.0038,-0.0013,0.0001,0.0007,1.79,1.72,1.6,0.07,0.19,0.67,2.23,3.83,3.95,4.02
2016-08-02,5137.73,0.132627781,1,-0.004265719,-0.001260102,-0.010509239,0.001530747,-1.679271569,-1.709931492,-2.326010251,-1.632398301,5192.464432,5210.181614,5238.175867,5551.400096,2.5,0.000828157,0.003,-0.0013,0.0025,-0.0042,0.0032,2.03,0.0004,4.72,-0.001,0.87,1,0.0019,0.0013,-0.0034,-0.0012,0.004,0.0008,0.72,0.0036,IXIC,0.7,0.0048,0.0023,0.0001,0.85,4.06,0.0016,0.0025,0.0009,-0.0009,0.0027,-0.011,-0.0007,-0.001,0.0044,0.73,0.0052,0.004,-0.0006,-0.0105,0.0159,-0.0052,0.0006,-0.0028,-0.0013,-0.0096,-0.0046,0.0023,0.0006,0.0039,-0.0048,0.001,0.0017,0.0023,-0.0031,0.0012,1.8,1.78,1.65,0.02,0.15,0.66,2.22,3.87,4,4.02
2016-08-03,5159.74,0.042999423,2,-0.001260102,-0.010509239,0.001530747,-0.002361506,-0.861739349,-1.318119748,-1.110644749,-1.025853503,5204.62764,5217.8081,5242.275699,5555.557585,2.53,-0.000827472,0.0071,0.0232,0.022,0.0083,0.0056,2.05,-0.0014,4.74,0.0009,0.89,1.01,0.0061,-0.0004,0.0042,0.0005,0.0023,-0.0024,0.72,-0.0017,IXIC,0.67,0.0241,0.0011,0.0053,0.87,4.08,-0.0002,-0.0012,0.0208,0.0009,-0.003,0.0104,-0.004,-0.0007,-0.0003,0.73,0.0079,0.0023,-0.0038,-0.001,-0.0265,-0.0006,0,-0.0054,-0.0016,0.0084,-0.0005,-0.0039,-0.0023,0.0061,0.0014,0.0061,0.0055,-0.0004,-0.0039,0.0064,1.86,1.81,1.66,0.05,0.2,0.66,2.21,3.87,4.02,4.07
2016-08-04,5166.25,-0.093862241,3,-0.010509239,0.001530747,-0.002361506,0.004013765,-1.188700176,-1.410264973,-0.881585511,-1.166205299,5214.602671,5223.920531,5245.644503,5559.535651,2.51,0.023285351,0.0024,-0.0002,-0.0016,-0.0179,0.0023,2.02,0.0175,4.71,0.0114,0.89,1.02,0.0169,0.0073,-0.0195,0.0005,0.015,0,0.72,0.0053,IXIC,0.7,0,-0.0131,0.0027,0.87,4.07,0.0047,0.0273,-0.0015,0.0125,-0.0122,-0.0009,-0.0097,0.0054,0.0074,0.73,0.0082,0.015,-0.0094,0.0024,0.0146,-0.0119,0.0583,-0.0112,0.0084,0.0008,-0.0015,-0.0097,0.0239,0.0022,0.0106,0.0018,0.0023,0.0063,0.015,0.0015,1.81,1.79,1.64,0.02,0.17,0.64,2.2,3.84,3.99,4.01
2016-08-05,5221.12,0.186033971,4,0.001530747,-0.002361506,0.004013765,-0.004553974,-0.225114181,-0.329491179,0.042154315,-0.548200918,5225.347708,5229.991114,5248.885095,5563.48827,2.6,-0.014807091,-0.0022,-0.0008,-0.0004,0.0006,-0.0051,2.13,-0.0084,4.78,-0.0052,0.93,1.06,-0.0041,-0.0036,0.0015,-0.0023,-0.0058,0.0001,0.77,-0.0046,IXIC,0.76,-0.0029,0.0025,-0.0007,0.91,4.13,-0.002,-0.0059,-0.0001,-0.0053,0.0048,0.001,0.0021,-0.0021,-0.0107,0.78,0.0036,-0.0058,0.0038,0.0016,-0.0345,-0.0011,-0.0006,0.0053,-0.0034,0.0007,-0.002,0.0029,-0.014,0.008,-0.0014,-0.0001,-0.005,-0.0026,0.0029,-0.0013,1.84,1.83,1.69,0.01,0.15,0.65,2.18,3.87,4.01,4.02
2016-08-08,5213.14,0.035830983,0,-0.002361506,0.004013765,-0.004553974,-0.000859944,-0.928920833,-0.599855089,-0.366758213,-1.189747361,5226.287199,5230.924915,5250.018364,5566.929157,2.62,-0.002081165,0.0027,0.0104,0.0014,-0.0001,0.0013,2.14,-0.0004,4.79,0.0016,0.93,1.06,-0.0004,0.0014,-0.0038,0.0026,0.0037,0.0007,0.78,-0.0034,IXIC,0.67,0.0029,-0.0019,0.0027,0.91,4.13,-0.0002,-0.0029,0.0111,-0.0023,0.0016,-0.0025,0.0009,-0.001,-0.0139,0.79,0.0118,0.0037,0.0006,0.0009,0.0116,0.0011,-0.0248,-0.0039,0.0004,0.0076,0.0026,-0.0038,-0.0019,0.0117,0.0006,0.0022,0.0013,0.0025,0.0037,0.0033,1.95,1.84,1.71,0.11,0.24,0.66,2.17,3.88,4.01,4.12
2016-08-09,5225.48,-0.058726111,1,0.004013765,-0.004553974,-0.000859944,-0.005533996,-0.031183579,-0.657784672,0.047673842,-1.106184223,5229.208799,5232.797011,5251.523603,5570.484827,2.58,-0.014358974,0.0045,0.0024,-0.0015,-0.003,0.0024,2.11,-0.0157,4.76,0.0038,0.89,1.03,0.0031,0.0023,-0.0048,-0.0007,0.0038,-0.0003,0.73,0.0031,IXIC,0.58,-0.0066,-0.0029,-0.0016,0.87,4.11,0.0011,0.0047,0.0029,-0.0007,-0.0089,0.0026,-0.006,0.0021,0.0209,0.75,0.0058,0.0038,-0.0059,-0.0032,0.0114,-0.0017,-0.0076,-0.0004,0.0033,-0.0012,0.0083,-0.0011,-0.016,0.0037,0.0032,-0.0013,0.0023,0.0028,0.0021,0.0038,2,1.85,1.71,0.15,0.29,0.65,2.18,3.89,4.03,4.18
